"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"23.12.2018 22:45 - 23.12.2018 23:00","0","0","0","784","1296","1688","6701","8694","7175"
"23.12.2018 23:00 - 23.12.2018 23:15","0","0","0","791","1317","1690","6683","8765","7315"
"23.12.2018 23:15 - 23.12.2018 23:30","0","0","0","801","1355","1789","6702","8885","7321"
"23.12.2018 23:30 - 23.12.2018 23:45","0","0","0","812","1389","1753","6721","9006","7436"
"23.12.2018 23:45 - 24.12.2018 00:00","0","0","0","821","1428","1764","6753","9123","7588"
"24.12.2018 00:00 - 24.12.2018 00:15","0","0","0","1567","2024","1703","10592","11102","8091"
"24.12.2018 00:15 - 24.12.2018 00:30","0","0","0","1603","2143","1834","10713","11542","8405"
"24.12.2018 00:30 - 24.12.2018 00:45","0","0","0","1640","2422","2086","10841","11751","8495"
"24.12.2018 00:45 - 24.12.2018 01:00","0","0","0","1679","2480","2162","10971","12048","8653"
"24.12.2018 01:00 - 24.12.2018 01:15","0","0","0","1698","2516","2189","11102","12259","8694"
"24.12.2018 01:15 - 24.12.2018 01:30","0","0","0","1692","2566","2222","11161","12397","8641"
"24.12.2018 01:30 - 24.12.2018 01:45","0","0","0","1688","2643","2326","11219","12610","8709"
"24.12.2018 01:45 - 24.12.2018 02:00","0","0","0","1684","2580","2281","11279","12893","8903"
"24.12.2018 02:00 - 24.12.2018 02:15","0","0","0","1675","2533","2248","11401","13107","9040"
"24.12.2018 02:15 - 24.12.2018 02:30","0","0","0","1644","2480","2225","11513","13296","8960"
"24.12.2018 02:30 - 24.12.2018 02:45","0","0","0","1609","2316","2049","11632","13613","9041"
"24.12.2018 02:45 - 24.12.2018 03:00","0","0","0","1572","2237","1955","11759","13943","9156"
"24.12.2018 03:00 - 24.12.2018 03:15","0","0","0","1545","2176","1878","11882","14174","9244"
"24.12.2018 03:15 - 24.12.2018 03:30","0","0","0","1520","2033","1719","12075","14264","9187"
"24.12.2018 03:30 - 24.12.2018 03:45","0","0","0","1498","1921","1591","12260","14497","9261"
"24.12.2018 03:45 - 24.12.2018 04:00","0","0","0","1473","1828","1483","12440","14623","9231"
"24.12.2018 04:00 - 24.12.2018 04:15","0","0","0","1452","1709","1349","12596","14720","9192"
"24.12.2018 04:15 - 24.12.2018 04:30","0","0","0","1429","1543","1176","12627","14690","9068"
"24.12.2018 04:30 - 24.12.2018 04:45","0","0","0","1396","1517","1143","12660","14629","8912"
"24.12.2018 04:45 - 24.12.2018 05:00","0","0","0","1374","1565","1184","12673","14706","8903"
"24.12.2018 05:00 - 24.12.2018 05:15","0","0","0","1357","1451","1064","12659","14559","8675"
"24.12.2018 05:15 - 24.12.2018 05:30","0","0","0","1355","1245","852","12559","14494","8603"
"24.12.2018 05:30 - 24.12.2018 05:45","0","0","0","1355","1230","831","12453","14204","8302"
"24.12.2018 05:45 - 24.12.2018 06:00","0","0","0","1354","1198","791","12325","13925","8019"
"24.12.2018 06:00 - 24.12.2018 06:15","0","0","0","1348","1172","758","12268","13775","7824"
"24.12.2018 06:15 - 24.12.2018 06:30","0","0","0","1336","1164","745","12076","13560","7667"
"24.12.2018 06:30 - 24.12.2018 06:45","0","0","0","1322","1191","768","11877","13351","7511"
"24.12.2018 06:45 - 24.12.2018 07:00","0","0","0","1310","1179","752","11681","13007","7227"
"24.12.2018 07:00 - 24.12.2018 07:15","0","0","0","1303","1149","719","11489","12700","6975"
"24.12.2018 07:15 - 24.12.2018 07:30","0","0","0","1317","1129","704","11212","12216","6605"
"24.12.2018 07:30 - 24.12.2018 07:45","0","0","0","1337","1154","735","10924","11821","6325"
"24.12.2018 07:45 - 24.12.2018 08:00","0","0","0","1365","1183","736","10614","11446","6076"
"24.12.2018 08:00 - 24.12.2018 08:15","4","4","4","1388","1222","760","10348","11080","5844"
"24.12.2018 08:15 - 24.12.2018 08:30","33","28","22","1429","1263","650","10016","10743","5761"
"24.12.2018 08:30 - 24.12.2018 08:45","113","111","75","1464","1311","686","9684","10404","5543"
"24.12.2018 08:45 - 24.12.2018 09:00","259","257","157","1503","1353","767","9355","10065","5423"
"24.12.2018 09:00 - 24.12.2018 09:15","472","458","276","1545","1401","842","9034","9735","5296"
"24.12.2018 09:15 - 24.12.2018 09:30","743","724","448","1616","1463","947","8798","9442","5028"
"24.12.2018 09:30 - 24.12.2018 09:45","1057","1039","696","1691","1520","1085","8557","9148","4888"
"24.12.2018 09:45 - 24.12.2018 10:00","1380","1377","892","1757","1568","1199","8315","8867","4712"
"24.12.2018 10:00 - 24.12.2018 10:15","1699","1705","1169","1824","1621","1370","8071","8594","4447"
"24.12.2018 10:15 - 24.12.2018 10:30","2013","2038","1453","1871","1764","1610","7985","8447","4163"
"24.12.2018 10:30 - 24.12.2018 10:45","2326","2381","1791","1913","1880","1698","7904","8314","4009"
"24.12.2018 10:45 - 24.12.2018 11:00","2624","2712","2076","1959","1997","1782","7830","8184","3862"
"24.12.2018 11:00 - 24.12.2018 11:15","2907","3022","2260","2014","2110","1838","7769","8064","3678"
"24.12.2018 11:15 - 24.12.2018 11:30","3164","3301","2570","2103","2213","1901","7796","8032","3571"
"24.12.2018 11:30 - 24.12.2018 11:45","3386","3520","2668","2184","2317","1983","7824","7988","3642"
"24.12.2018 11:45 - 24.12.2018 12:00","3572","3693","2819","2276","2416","2065","7849","7942","3636"
"24.12.2018 12:00 - 24.12.2018 12:15","3720","3826","2971","2355","2517","2304","7899","7921","3732"
"24.12.2018 12:15 - 24.12.2018 12:30","3812","3906","3103","2424","2605","2463","7945","7941","3816"
"24.12.2018 12:30 - 24.12.2018 12:45","3840","3915","3078","2495","2697","2654","7989","7960","3913"
"24.12.2018 12:45 - 24.12.2018 13:00","3829","3872","3082","2560","2779","2700","8045","7992","3969"
"24.12.2018 13:00 - 24.12.2018 13:15","3775","3789","3022","2622","2855","2750","8100","8036","4035"
"24.12.2018 13:15 - 24.12.2018 13:30","3661","3655","2941","2673","2895","2941","8121","8066","3984"
"24.12.2018 13:30 - 24.12.2018 13:45","3451","3436","2795","2721","2931","2862","8141","8101","4215"
"24.12.2018 13:45 - 24.12.2018 14:00","3195","3175","2516","2775","2967","2816","8152","8137","4389"
"24.12.2018 14:00 - 24.12.2018 14:15","2910","2881","2317","2821","2808","2796","8172","8647","4488"
"24.12.2018 14:15 - 24.12.2018 14:30","2566","2546","2063","2853","2844","2740","8201","8677","4511"
"24.12.2018 14:30 - 24.12.2018 14:45","2152","2144","1718","2879","2873","2605","8229","8697","4640"
"24.12.2018 14:45 - 24.12.2018 15:00","1712","1713","1410","2909","2913","2627","8251","8702","4813"
"24.12.2018 15:00 - 24.12.2018 15:15","1277","1272","1068","2938","2939","2567","8270","8727","4891"
"24.12.2018 15:15 - 24.12.2018 15:30","879","873","719","2958","2958","2476","8347","8822","4726"
"24.12.2018 15:30 - 24.12.2018 15:45","542","538","446","2979","2954","2579","8414","8890","4761"
"24.12.2018 15:45 - 24.12.2018 16:00","272","269","222","3002","2971","2610","8489","8992","4957"
"24.12.2018 16:00 - 24.12.2018 16:15","97","102","73","3036","2994","2653","8566","9109","5343"
"24.12.2018 16:15 - 24.12.2018 16:30","25","22","16","3062","3014","2611","8746","9306","5826"
"24.12.2018 16:30 - 24.12.2018 16:45","5","3","2","3079","3032","2551","8899","9501","6134"
"24.12.2018 16:45 - 24.12.2018 17:00","1","0","0","3114","3051","2574","9078","9703","6433"
"24.12.2018 17:00 - 24.12.2018 17:15","0","0","0","3141","3074","2511","9269","9900","6542"
"24.12.2018 17:15 - 24.12.2018 17:30","0","0","0","3144","3087","2408","9493","10125","6512"
"24.12.2018 17:30 - 24.12.2018 17:45","0","0","0","3153","3104","2269","9721","10356","6497"
"24.12.2018 17:45 - 24.12.2018 18:00","0","0","0","3158","3125","2342","9967","10593","6411"
"24.12.2018 18:00 - 24.12.2018 18:15","0","0","0","3163","3142","2359","10210","10836","6509"
"24.12.2018 18:15 - 24.12.2018 18:30","0","0","0","3174","3162","2268","10444","11095","6554"
"24.12.2018 18:30 - 24.12.2018 18:45","0","0","0","3181","3183","2292","10683","11355","6489"
"24.12.2018 18:45 - 24.12.2018 19:00","0","0","0","3193","3194","2478","10927","11610","6417"
"24.12.2018 19:00 - 24.12.2018 19:15","0","0","0","3196","3205","2551","11177","11850","6531"
"24.12.2018 19:15 - 24.12.2018 19:30","0","0","0","3192","3228","2562","11365","12056","6675"
"24.12.2018 19:30 - 24.12.2018 19:45","0","0","0","3189","3252","2598","11551","12265","6719"
"24.12.2018 19:45 - 24.12.2018 20:00","0","0","0","3182","3276","2714","11721","12472","6966"
"24.12.2018 20:00 - 24.12.2018 20:15","0","0","0","3172","3303","2675","11888","12743","7112"
"24.12.2018 20:15 - 24.12.2018 20:30","0","0","0","3171","3310","2691","12091","12952","7227"
"24.12.2018 20:30 - 24.12.2018 20:45","0","0","0","3167","3321","2672","12292","13155","7315"
"24.12.2018 20:45 - 24.12.2018 21:00","0","0","0","3169","3328","2704","12489","13376","7356"
"24.12.2018 21:00 - 24.12.2018 21:15","0","0","0","3170","3337","2698","12682","13590","7370"
"24.12.2018 21:15 - 24.12.2018 21:30","0","0","0","3182","3370","2849","12876","13795","7263"
"24.12.2018 21:30 - 24.12.2018 21:45","0","0","0","3191","3396","2899","13075","14004","7260"
"24.12.2018 21:45 - 24.12.2018 22:00","0","0","0","3204","3427","2832","13274","14199","7395"
"24.12.2018 22:00 - 24.12.2018 22:15","0","0","0","3213","3460","2942","13312","14185","7395"
"24.12.2018 22:15 - 24.12.2018 22:30","0","0","0","3249","3512","2981","13451","14283","7481"
"24.12.2018 22:30 - 24.12.2018 22:45","0","0","0","3285","3560","3095","13588","14396","7622"
"24.12.2018 22:45 - 24.12.2018 23:00","0","0","0","3319","3610","3193","13722","14500","7802"
"24.12.2018 23:00 - 24.12.2018 23:15","0","0","0","3357","3655","3236","13849","14606","7783"
"24.12.2018 23:15 - 24.12.2018 23:30","0","0","0","3422","3706","3296","13951","14670","7774"
"24.12.2018 23:30 - 24.12.2018 23:45","0","0","0","3485","3755","3392","14060","14733","7751"
"24.12.2018 23:45 - 25.12.2018 00:00","0","0","0","3554","3806","3415","14166","14790","7742"
"25.12.2018 00:00 - 25.12.2018 00:15","0","0","0","3660","4154","3453","14035","15416","7741"
"25.12.2018 00:15 - 25.12.2018 00:30","0","0","0","3701","4301","3536","14093","15432","7769"
"25.12.2018 00:30 - 25.12.2018 00:45","0","0","0","3743","4305","3527","14145","15446","7692"
"25.12.2018 00:45 - 25.12.2018 01:00","0","0","0","3787","4308","3506","14191","15323","7583"
"25.12.2018 01:00 - 25.12.2018 01:15","0","0","0","3842","4270","3427","14244","15215","7468"
"25.12.2018 01:15 - 25.12.2018 01:30","0","0","0","3906","4352","3479","14343","15114","7459"
"25.12.2018 01:30 - 25.12.2018 01:45","0","0","0","3970","4374","3487","14446","15137","7477"
"25.12.2018 01:45 - 25.12.2018 02:00","0","0","0","4031","4405","3532","14563","15076","7523"
"25.12.2018 02:00 - 25.12.2018 02:15","0","0","0","4097","4510","3594","14652","15145","7558"
"25.12.2018 02:15 - 25.12.2018 02:30","0","0","0","4143","4671","3709","14758","15330","7730"
"25.12.2018 02:30 - 25.12.2018 02:45","0","0","0","4190","4713","3735","14866","15468","7883"
"25.12.2018 02:45 - 25.12.2018 03:00","0","0","0","4239","4772","3778","14966","15471","7856"
"25.12.2018 03:00 - 25.12.2018 03:15","0","0","0","4279","4823","3814","15077","15563","7888"
"25.12.2018 03:15 - 25.12.2018 03:30","0","0","0","4349","4913","3895","15196","15674","7942"
"25.12.2018 03:30 - 25.12.2018 03:45","0","0","0","4415","4940","3913","15317","15805","8019"
"25.12.2018 03:45 - 25.12.2018 04:00","0","0","0","4490","4886","3851","15427","15822","7992"
"25.12.2018 04:00 - 25.12.2018 04:15","0","0","0","4562","4903","3862","15538","15995","8122"
"25.12.2018 04:15 - 25.12.2018 04:30","0","0","0","4599","4959","3919","15609","16260","8350"
"25.12.2018 04:30 - 25.12.2018 04:45","0","0","0","4633","4970","3930","15680","16375","8425"
"25.12.2018 04:45 - 25.12.2018 05:00","0","0","0","4667","5021","3983","15749","16450","8464"
"25.12.2018 05:00 - 25.12.2018 05:15","0","0","0","4688","5043","4007","15784","16505","8483"
"25.12.2018 05:15 - 25.12.2018 05:30","0","0","0","4710","5110","4073","15827","16645","8576"
"25.12.2018 05:30 - 25.12.2018 05:45","0","0","0","4729","5143","4105","15872","16707","8591"
"25.12.2018 05:45 - 25.12.2018 06:00","0","0","0","4753","5189","4148","15926","16790","8621"
"25.12.2018 06:00 - 25.12.2018 06:15","0","0","0","4778","4889","3845","16191","17105","8817"
"25.12.2018 06:15 - 25.12.2018 06:30","0","0","0","4785","4942","3897","16239","17058","8718"
"25.12.2018 06:30 - 25.12.2018 06:45","0","0","0","4788","4883","3836","16288","17062","8668"
"25.12.2018 06:45 - 25.12.2018 07:00","0","0","0","4784","5093","4046","16335","17209","8757"
"25.12.2018 07:00 - 25.12.2018 07:15","0","0","0","4780","5073","4025","16394","17322","8812"
"25.12.2018 07:15 - 25.12.2018 07:30","0","0","0","4779","5003","3955","16461","17538","8993"
"25.12.2018 07:30 - 25.12.2018 07:45","0","0","0","4785","5059","4011","16500","17684","9104"
"25.12.2018 07:45 - 25.12.2018 08:00","0","0","0","4788","5069","4006","16548","17721","9205"
"25.12.2018 08:00 - 25.12.2018 08:15","5","6","6","4791","5074","3985","16602","17760","9205"
"25.12.2018 08:15 - 25.12.2018 08:30","52","45","33","4778","5063","3967","16661","17805","9218"
"25.12.2018 08:30 - 25.12.2018 08:45","224","183","108","4766","5058","3981","16706","17852","9379"
"25.12.2018 08:45 - 25.12.2018 09:00","544","464","253","4749","5048","3994","16728","17893","9333"
"25.12.2018 09:00 - 25.12.2018 09:15","960","819","453","4734","5045","3997","16755","17917","9371"
"25.12.2018 09:15 - 25.12.2018 09:30","1444","1239","713","4737","5044","4015","16785","17940","9493"
"25.12.2018 09:30 - 25.12.2018 09:45","1981","1722","1016","4736","5043","4035","16804","17963","9344"
"25.12.2018 09:45 - 25.12.2018 10:00","2524","2219","1289","4739","5042","4035","16804","17978","9205"
"25.12.2018 10:00 - 25.12.2018 10:15","3052","2706","1566","4741","5035","4018","16802","17992","9228"
"25.12.2018 10:15 - 25.12.2018 10:30","3549","3163","1830","4749","5024","4007","16769","17942","9269"
"25.12.2018 10:30 - 25.12.2018 10:45","4014","3606","2056","4766","5118","4031","16744","17926","9294"
"25.12.2018 10:45 - 25.12.2018 11:00","4439","4009","2277","4772","5107","4004","16749","17886","9209"
"25.12.2018 11:00 - 25.12.2018 11:15","4808","4360","2385","4785","5091","3924","16744","17850","9257"
"25.12.2018 11:15 - 25.12.2018 11:30","5112","4649","2550","4787","5061","3901","16794","17843","9335"
"25.12.2018 11:30 - 25.12.2018 11:45","5328","4860","2650","4788","5028","3860","16836","17835","9350"
"25.12.2018 11:45 - 25.12.2018 12:00","5472","5000","2793","4794","5000","3862","16869","17827","9389"
"25.12.2018 12:00 - 25.12.2018 12:15","5551","5082","2800","4794","4968","3838","16916","17834","9351"
"25.12.2018 12:15 - 25.12.2018 12:30","5552","5095","2815","4799","4928","3783","16939","17871","9348"
"25.12.2018 12:30 - 25.12.2018 12:45","5476","5035","2794","4807","4888","3792","16960","17906","9403"
"25.12.2018 12:45 - 25.12.2018 13:00","5340","4921","2742","4813","4849","3770","16983","17919","9460"
"25.12.2018 13:00 - 25.12.2018 13:15","5152","4753","2581","4820","4809","3788","17009","17934","9462"
"25.12.2018 13:15 - 25.12.2018 13:30","4906","4530","2457","4819","4780","3794","17058","17891","9360"
"25.12.2018 13:30 - 25.12.2018 13:45","4599","4240","2310","4809","4754","3808","17081","17844","9394"
"25.12.2018 13:45 - 25.12.2018 14:00","4238","3904","2118","4796","4728","3808","17118","17796","9455"
"25.12.2018 14:00 - 25.12.2018 14:15","3828","3525","1942","4793","4682","3772","17136","17657","9272"
"25.12.2018 14:15 - 25.12.2018 14:30","3367","3108","1720","4776","4652","3692","17074","17557","8991"
"25.12.2018 14:30 - 25.12.2018 14:45","2865","2648","1479","4759","4620","3648","17002","17459","8808"
"25.12.2018 14:45 - 25.12.2018 15:00","2341","2160","1221","4742","4589","3717","16945","17372","8707"
"25.12.2018 15:00 - 25.12.2018 15:15","1815","1668","948","4726","4557","3720","16890","17292","8566"
"25.12.2018 15:15 - 25.12.2018 15:30","1312","1200","677","4696","4535","3769","16880","17276","8592"
"25.12.2018 15:30 - 25.12.2018 15:45","867","786","446","4664","4519","3824","16874","17258","8470"
"25.12.2018 15:45 - 25.12.2018 16:00","478","427","240","4633","4501","3853","16885","17285","8317"
"25.12.2018 16:00 - 25.12.2018 16:15","182","177","94","4600","4487","3753","16903","17308","8390"
"25.12.2018 16:15 - 25.12.2018 16:30","45","40","25","4584","4484","3787","16951","17396","8507"
"25.12.2018 16:30 - 25.12.2018 16:45","9","5","4","4560","4483","3829","17001","17475","8613"
"25.12.2018 16:45 - 25.12.2018 17:00","2","0","0","4541","4475","3844","17043","17544","8678"
"25.12.2018 17:00 - 25.12.2018 17:15","0","0","0","4521","4477","3795","17085","17604","8880"
"25.12.2018 17:15 - 25.12.2018 17:30","0","0","0","4512","4467","3909","17127","17642","8752"
"25.12.2018 17:30 - 25.12.2018 17:45","0","0","0","4504","4453","3925","17169","17685","8820"
"25.12.2018 17:45 - 25.12.2018 18:00","0","0","0","4500","4442","3914","17196","17719","8820"
"25.12.2018 18:00 - 25.12.2018 18:15","0","0","0","4492","4431","3893","17227","17751","8971"
"25.12.2018 18:15 - 25.12.2018 18:30","0","0","0","4480","4419","3901","17229","17750","9117"
"25.12.2018 18:30 - 25.12.2018 18:45","0","0","0","4462","4407","3920","17235","17753","9289"
"25.12.2018 18:45 - 25.12.2018 19:00","0","0","0","4443","4397","3888","17244","17764","9410"
"25.12.2018 19:00 - 25.12.2018 19:15","0","0","0","4429","4384","3891","17254","17782","9506"
"25.12.2018 19:15 - 25.12.2018 19:30","0","0","0","4406","4361","3917","17234","17781","9427"
"25.12.2018 19:30 - 25.12.2018 19:45","0","0","0","4390","4335","3957","17200","17782","9427"
"25.12.2018 19:45 - 25.12.2018 20:00","0","0","0","4369","4307","3939","17169","17778","9673"
"25.12.2018 20:00 - 25.12.2018 20:15","0","0","0","4348","4278","3951","17136","17807","9982"
"25.12.2018 20:15 - 25.12.2018 20:30","0","0","0","4325","4252","3969","17145","17838","10040"
"25.12.2018 20:30 - 25.12.2018 20:45","0","0","0","4298","4221","3992","17150","17873","10153"
"25.12.2018 20:45 - 25.12.2018 21:00","0","0","0","4278","4189","3923","17142","17908","10254"
"25.12.2018 21:00 - 25.12.2018 21:15","0","0","0","4260","4158","3887","17133","17928","10370"
"25.12.2018 21:15 - 25.12.2018 21:30","0","0","0","4238","4128","3923","17132","17952","10281"
"25.12.2018 21:30 - 25.12.2018 21:45","0","0","0","4217","4103","3748","17137","17971","10261"
"25.12.2018 21:45 - 25.12.2018 22:00","0","0","0","4196","4074","3723","17153","18014","10239"
"25.12.2018 22:00 - 25.12.2018 22:15","0","0","0","4176","4058","3719","16929","17789","10103"
"25.12.2018 22:15 - 25.12.2018 22:30","0","0","0","4156","4046","3606","16931","17755","10186"
"25.12.2018 22:30 - 25.12.2018 22:45","0","0","0","4135","4036","3539","16935","17723","10072"
"25.12.2018 22:45 - 25.12.2018 23:00","0","0","0","4112","4027","3437","16941","17701","9788"
"25.12.2018 23:00 - 25.12.2018 23:15","0","0","0","4089","4019","3400","16947","17675","9723"
"25.12.2018 23:15 - 25.12.2018 23:30","0","0","0","4080","4026","3314","16925","17637","9795"
"25.12.2018 23:30 - 25.12.2018 23:45","0","0","0","4075","4031","3289","16893","17595","9742"
"25.12.2018 23:45 - 26.12.2018 00:00","0","0","0","4063","4033","3279","16858","17539","9814"
"26.12.2018 00:00 - 26.12.2018 00:15","0","0","0","4299","4437","3424","17904","19816","10023"
"26.12.2018 00:15 - 26.12.2018 00:30","0","0","0","4257","4478","3467","17863","20033","10060"
"26.12.2018 00:30 - 26.12.2018 00:45","0","0","0","4218","4105","3101","17827","20036","9938"
"26.12.2018 00:45 - 26.12.2018 01:00","0","0","0","4182","3851","2850","17790","20060","9833"
"26.12.2018 01:00 - 26.12.2018 01:15","0","0","0","4153","3967","2954","17730","20052","9643"
"26.12.2018 01:15 - 26.12.2018 01:30","0","0","0","4134","3781","2767","17680","19931","9544"
"26.12.2018 01:30 - 26.12.2018 01:45","0","0","0","4117","3743","2724","17620","19861","9483"
"26.12.2018 01:45 - 26.12.2018 02:00","0","0","0","4100","3747","2724","17548","19802","9438"
"26.12.2018 02:00 - 26.12.2018 02:15","0","0","0","4086","3750","2732","17450","19910","9553"
"26.12.2018 02:15 - 26.12.2018 02:30","0","0","0","4087","3626","2609","17374","20055","9698"
"26.12.2018 02:30 - 26.12.2018 02:45","0","0","0","4087","3633","2618","17293","19986","9608"
"26.12.2018 02:45 - 26.12.2018 03:00","0","0","0","4089","3658","2645","17213","19879","9490"
"26.12.2018 03:00 - 26.12.2018 03:15","0","0","0","4091","3661","2650","17129","19726","9398"
"26.12.2018 03:15 - 26.12.2018 03:30","0","0","0","4087","3652","2643","17010","19465","9235"
"26.12.2018 03:30 - 26.12.2018 03:45","0","0","0","4081","3624","2618","16887","19218","9086"
"26.12.2018 03:45 - 26.12.2018 04:00","0","0","0","4073","3679","2675","16745","18869","8837"
"26.12.2018 04:00 - 26.12.2018 04:15","0","0","0","4063","3895","2894","16621","18693","8759"
"26.12.2018 04:15 - 26.12.2018 04:30","0","0","0","4037","3968","2979","16448","18727","8938"
"26.12.2018 04:30 - 26.12.2018 04:45","0","0","0","4017","4088","3110","16264","18542","8902"
"26.12.2018 04:45 - 26.12.2018 05:00","0","0","0","3991","4082","3116","16093","18218","8731"
"26.12.2018 05:00 - 26.12.2018 05:15","0","0","0","3965","4054","3100","15930","17995","8660"
"26.12.2018 05:15 - 26.12.2018 05:30","0","0","0","3937","4162","3221","15801","17524","8324"
"26.12.2018 05:30 - 26.12.2018 05:45","0","0","0","3904","4067","3140","15686","17292","8231"
"26.12.2018 05:45 - 26.12.2018 06:00","0","0","0","3874","4071","3158","15547","17046","8118"
"26.12.2018 06:00 - 26.12.2018 06:15","0","0","0","3839","3996","3098","15624","16969","8103"
"26.12.2018 06:15 - 26.12.2018 06:30","0","0","0","3792","3953","3071","15489","16682","7893"
"26.12.2018 06:30 - 26.12.2018 06:45","0","0","0","3735","3923","3058","15368","16508","7795"
"26.12.2018 06:45 - 26.12.2018 07:00","0","0","0","3686","3878","3030","15230","16393","7758"
"26.12.2018 07:00 - 26.12.2018 07:15","0","0","0","3627","3805","2973","15091","16219","7658"
"26.12.2018 07:15 - 26.12.2018 07:30","0","0","0","3541","3593","2779","14961","16143","7647"
"26.12.2018 07:30 - 26.12.2018 07:45","0","0","0","3457","3454","2657","14835","15927","7495"
"26.12.2018 07:45 - 26.12.2018 08:00","0","0","0","3377","3385","2555","14712","15797","7311"
"26.12.2018 08:00 - 26.12.2018 08:15","13","15","12","3290","3315","2509","14578","15650","7207"
"26.12.2018 08:15 - 26.12.2018 08:30","108","109","83","3206","3254","2439","14483","15502","7037"
"26.12.2018 08:30 - 26.12.2018 08:45","346","361","252","3124","3193","2412","14383","15360","6939"
"26.12.2018 08:45 - 26.12.2018 09:00","788","782","490","3039","3130","2410","14291","15178","6758"
"26.12.2018 09:00 - 26.12.2018 09:15","1232","1201","756","2957","3075","2388","14191","14976","6571"
"26.12.2018 09:15 - 26.12.2018 09:30","1723","1671","1054","2910","3039","2366","14081","14816","6318"
"26.12.2018 09:30 - 26.12.2018 09:45","2309","2225","1545","2862","3002","2358","13959","14658","6167"
"26.12.2018 09:45 - 26.12.2018 10:00","2897","2788","2026","2817","2974","2322","13830","14459","6048"
"26.12.2018 10:00 - 26.12.2018 10:15","3450","3318","2537","2782","2951","2273","13715","14263","5963"
"26.12.2018 10:15 - 26.12.2018 10:30","3950","3797","2936","2822","2974","2149","13574","14083","5727"
"26.12.2018 10:30 - 26.12.2018 10:45","4402","4235","3273","2860","2981","2229","13429","13904","5507"
"26.12.2018 10:45 - 26.12.2018 11:00","4784","4608","3525","2904","2990","2291","13282","13721","5371"
"26.12.2018 11:00 - 26.12.2018 11:15","5113","4931","3674","2945","3016","2308","13152","13525","5216"
"26.12.2018 11:15 - 26.12.2018 11:30","5371","5184","3877","3012","3058","2165","13051","13351","5245"
"26.12.2018 11:30 - 26.12.2018 11:45","5551","5362","3998","3078","3101","2135","12949","13161","5172"
"26.12.2018 11:45 - 26.12.2018 12:00","5652","5459","4009","3145","3142","2137","12843","12970","5121"
"26.12.2018 12:00 - 26.12.2018 12:15","5680","5489","4070","3213","3195","2205","12734","12781","5105"
"26.12.2018 12:15 - 26.12.2018 12:30","5636","5451","4053","3265","3248","2263","12604","12631","4992"
"26.12.2018 12:30 - 26.12.2018 12:45","5532","5341","3978","3317","3305","2331","12450","12483","4806"
"26.12.2018 12:45 - 26.12.2018 13:00","5375","5180","3870","3366","3360","2461","12295","12323","4525"
"26.12.2018 13:00 - 26.12.2018 13:15","5154","4957","3639","3408","3415","2624","12170","12178","4338"
"26.12.2018 13:15 - 26.12.2018 13:30","4884","4682","3445","3437","3466","2739","12076","12066","4295"
"26.12.2018 13:30 - 26.12.2018 13:45","4539","4332","3222","3465","3521","2787","11970","11944","4393"
"26.12.2018 13:45 - 26.12.2018 14:00","4147","3941","2918","3496","3576","2798","11860","11837","4433"
"26.12.2018 14:00 - 26.12.2018 14:15","3718","3514","2673","3523","3363","2832","11754","11828","4489"
"26.12.2018 14:15 - 26.12.2018 14:30","3254","3069","2316","3554","3394","2863","11685","11700","4580"
"26.12.2018 14:30 - 26.12.2018 14:45","2772","2608","1968","3584","3421","2899","11610","11570","4575"
"26.12.2018 14:45 - 26.12.2018 15:00","2285","2149","1610","3610","3448","2977","11546","11447","4487"
"26.12.2018 15:00 - 26.12.2018 15:15","1795","1685","1226","3639","3480","3023","11491","11322","4380"
"26.12.2018 15:15 - 26.12.2018 15:30","1320","1233","864","3666","3527","3072","11448","11195","4426"
"26.12.2018 15:30 - 26.12.2018 15:45","877","812","549","3688","3566","3151","11423","11074","4459"
"26.12.2018 15:45 - 26.12.2018 16:00","488","453","313","3714","3611","3204","11390","10945","4413"
"26.12.2018 16:00 - 26.12.2018 16:15","188","187","121","3732","3651","3268","11361","10818","4402"
"26.12.2018 16:15 - 26.12.2018 16:30","51","51","31","3736","3669","3307","11318","10737","4553"
"26.12.2018 16:30 - 26.12.2018 16:45","14","12","6","3737","3682","3391","11294","10665","4634"
"26.12.2018 16:45 - 26.12.2018 17:00","3","3","1","3743","3709","3431","11264","10601","4799"
"26.12.2018 17:00 - 26.12.2018 17:15","0","0","0","3748","3736","3500","11247","10553","4961"
"26.12.2018 17:15 - 26.12.2018 17:30","0","0","0","3760","3766","3569","11228","10530","5091"
"26.12.2018 17:30 - 26.12.2018 17:45","0","0","0","3772","3791","3656","11202","10513","5173"
"26.12.2018 17:45 - 26.12.2018 18:00","0","0","0","3781","3803","3792","11178","10508","5355"
"26.12.2018 18:00 - 26.12.2018 18:15","0","0","0","3790","3812","3857","11158","10524","5494"
