"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"05.01.2017 07:45 - 05.01.2017 08:00","73366","77227"
"05.01.2017 08:00 - 05.01.2017 08:15","74761","78065"
"05.01.2017 08:15 - 05.01.2017 08:30","74848","78629"
"05.01.2017 08:30 - 05.01.2017 08:45","75023","78901"
"05.01.2017 08:45 - 05.01.2017 09:00","75384","78946"
"05.01.2017 09:00 - 05.01.2017 09:15","75791","79237"
"05.01.2017 09:15 - 05.01.2017 09:30","75825","79628"
"05.01.2017 09:30 - 05.01.2017 09:45","76584","79835"
"05.01.2017 09:45 - 05.01.2017 10:00","76856","79975"
"05.01.2017 10:00 - 05.01.2017 10:15","77059","80459"
"05.01.2017 10:15 - 05.01.2017 10:30","77173","80637"
"05.01.2017 10:30 - 05.01.2017 10:45","77724","80909"
"05.01.2017 10:45 - 05.01.2017 11:00","77753","80981"
"05.01.2017 11:00 - 05.01.2017 11:15","78526","81038"
"05.01.2017 11:15 - 05.01.2017 11:30","78544","81348"
"05.01.2017 11:30 - 05.01.2017 11:45","78979","81750"
"05.01.2017 11:45 - 05.01.2017 12:00","79171","81731"
"05.01.2017 12:00 - 05.01.2017 12:15","78110","81846"
"05.01.2017 12:15 - 05.01.2017 12:30","78333","81745"
"05.01.2017 12:30 - 05.01.2017 12:45","78225","81242"
"05.01.2017 12:45 - 05.01.2017 13:00","78140","81048"
"05.01.2017 13:00 - 05.01.2017 13:15","77483","81059"
"05.01.2017 13:15 - 05.01.2017 13:30","77188","80515"
"05.01.2017 13:30 - 05.01.2017 13:45","77450","80239"
"05.01.2017 13:45 - 05.01.2017 14:00","76101","79453"
"05.01.2017 14:00 - 05.01.2017 14:15","76081","79522"
"05.01.2017 14:15 - 05.01.2017 14:30","75864","79382"
"05.01.2017 14:30 - 05.01.2017 14:45","76671","79193"
"05.01.2017 14:45 - 05.01.2017 15:00","75508","78887"
"05.01.2017 15:00 - 05.01.2017 15:15","75090","78857"
"05.01.2017 15:15 - 05.01.2017 15:30","75891","78625"
"05.01.2017 15:30 - 05.01.2017 15:45","75376","78585"
"05.01.2017 15:45 - 05.01.2017 16:00","75094","78508"
"05.01.2017 16:00 - 05.01.2017 16:15","76347","78652"
"05.01.2017 16:15 - 05.01.2017 16:30","75873","78878"
"05.01.2017 16:30 - 05.01.2017 16:45","76335","79930"
"05.01.2017 16:45 - 05.01.2017 17:00","78821","81462"
"05.01.2017 17:00 - 05.01.2017 17:15","80513","82752"
"05.01.2017 17:15 - 05.01.2017 17:30","80509","83606"
"05.01.2017 17:30 - 05.01.2017 17:45","81112","83829"
"05.01.2017 17:45 - 05.01.2017 18:00","81633","83888"
"05.01.2017 18:00 - 05.01.2017 18:15","81344","83434"
"05.01.2017 18:15 - 05.01.2017 18:30","80967","83282"
"05.01.2017 18:30 - 05.01.2017 18:45","81542","83010"
"05.01.2017 18:45 - 05.01.2017 19:00","81047","82700"
"05.01.2017 19:00 - 05.01.2017 19:15","80383","82094"
"05.01.2017 19:15 - 05.01.2017 19:30","79962","81500"
"05.01.2017 19:30 - 05.01.2017 19:45","79217","80846"
"05.01.2017 19:45 - 05.01.2017 20:00","78238","80144"
"05.01.2017 20:00 - 05.01.2017 20:15","76705","78807"
"05.01.2017 20:15 - 05.01.2017 20:30","74972","77473"
"05.01.2017 20:30 - 05.01.2017 20:45","73360","76152"
"05.01.2017 20:45 - 05.01.2017 21:00","72359","75178"
"05.01.2017 21:00 - 05.01.2017 21:15","70887","74296"
"05.01.2017 21:15 - 05.01.2017 21:30","70826","73536"
"05.01.2017 21:30 - 05.01.2017 21:45","70064","72799"
"05.01.2017 21:45 - 05.01.2017 22:00","69594","72272"
"05.01.2017 22:00 - 05.01.2017 22:15","69710","72666"
"05.01.2017 22:15 - 05.01.2017 22:30","69442","72156"
"05.01.2017 22:30 - 05.01.2017 22:45","68358","70843"
"05.01.2017 22:45 - 05.01.2017 23:00","66943","69925"
"05.01.2017 23:00 - 05.01.2017 23:15","65273","68986"
"05.01.2017 23:15 - 05.01.2017 23:30","64445","67961"
"05.01.2017 23:30 - 05.01.2017 23:45","63552","67105"
"05.01.2017 23:45 - 06.01.2017 00:00","62560","66257"
"06.01.2017 00:00 - 06.01.2017 00:15","59181","65584"
"06.01.2017 00:15 - 06.01.2017 00:30","58691","64955"
"06.01.2017 00:30 - 06.01.2017 00:45","57971","64267"
"06.01.2017 00:45 - 06.01.2017 01:00","57609","63743"
"06.01.2017 01:00 - 06.01.2017 01:15","56874","62826"
"06.01.2017 01:15 - 06.01.2017 01:30","56312","62402"
"06.01.2017 01:30 - 06.01.2017 01:45","56014","61941"
"06.01.2017 01:45 - 06.01.2017 02:00","55707","61577"
"06.01.2017 02:00 - 06.01.2017 02:15","55308","61215"
"06.01.2017 02:15 - 06.01.2017 02:30","54893","61053"
"06.01.2017 02:30 - 06.01.2017 02:45","54845","60777"
"06.01.2017 02:45 - 06.01.2017 03:00","54531","60647"
"06.01.2017 03:00 - 06.01.2017 03:15","54462","60679"
"06.01.2017 03:15 - 06.01.2017 03:30","54247","60460"
"06.01.2017 03:30 - 06.01.2017 03:45","54097","60369"
"06.01.2017 03:45 - 06.01.2017 04:00","54148","60121"
"06.01.2017 04:00 - 06.01.2017 04:15","54410","60226"
"06.01.2017 04:15 - 06.01.2017 04:30","54439","60438"
"06.01.2017 04:30 - 06.01.2017 04:45","54395","60665"
"06.01.2017 04:45 - 06.01.2017 05:00","54765","60734"
"06.01.2017 05:00 - 06.01.2017 05:15","55304","61340"
"06.01.2017 05:15 - 06.01.2017 05:30","55356","61525"
"06.01.2017 05:30 - 06.01.2017 05:45","55968","62054"
"06.01.2017 05:45 - 06.01.2017 06:00","56443","62447"
"06.01.2017 06:00 - 06.01.2017 06:15","57410","63267"
"06.01.2017 06:15 - 06.01.2017 06:30","58563","64466"
"06.01.2017 06:30 - 06.01.2017 06:45","59936","65692"
"06.01.2017 06:45 - 06.01.2017 07:00","61347","67240"
"06.01.2017 07:00 - 06.01.2017 07:15","64066","68831"
"06.01.2017 07:15 - 06.01.2017 07:30","64927","69981"
"06.01.2017 07:30 - 06.01.2017 07:45","65444","71189"
"06.01.2017 07:45 - 06.01.2017 08:00","65910","72337"
"06.01.2017 08:00 - 06.01.2017 08:15","67317","73273"
"06.01.2017 08:15 - 06.01.2017 08:30","67583","73688"
"06.01.2017 08:30 - 06.01.2017 08:45","67469","73954"
"06.01.2017 08:45 - 06.01.2017 09:00","67871","74307"
"06.01.2017 09:00 - 06.01.2017 09:15","68225","74522"
"06.01.2017 09:15 - 06.01.2017 09:30","68127","74906"
"06.01.2017 09:30 - 06.01.2017 09:45","68905","75301"
"06.01.2017 09:45 - 06.01.2017 10:00","69286","75627"
"06.01.2017 10:00 - 06.01.2017 10:15","69424","75516"
"06.01.2017 10:15 - 06.01.2017 10:30","69945","75586"
"06.01.2017 10:30 - 06.01.2017 10:45","70046","75786"
"06.01.2017 10:45 - 06.01.2017 11:00","70521","76081"
"06.01.2017 11:00 - 06.01.2017 11:15","70622","76248"
"06.01.2017 11:15 - 06.01.2017 11:30","70831","76526"
"06.01.2017 11:30 - 06.01.2017 11:45","71156","76343"
"06.01.2017 11:45 - 06.01.2017 12:00","71190","76211"
"06.01.2017 12:00 - 06.01.2017 12:15","70427","76443"
"06.01.2017 12:15 - 06.01.2017 12:30","70827","76151"
"06.01.2017 12:30 - 06.01.2017 12:45","70547","75807"
"06.01.2017 12:45 - 06.01.2017 13:00","70326","75439"
"06.01.2017 13:00 - 06.01.2017 13:15","69476","75314"
"06.01.2017 13:15 - 06.01.2017 13:30","69251","74809"
"06.01.2017 13:30 - 06.01.2017 13:45","68978","74157"
"06.01.2017 13:45 - 06.01.2017 14:00","68001","73537"
"06.01.2017 14:00 - 06.01.2017 14:15","67909","73267"
"06.01.2017 14:15 - 06.01.2017 14:30","67713","73062"
"06.01.2017 14:30 - 06.01.2017 14:45","68390","72623"
"06.01.2017 14:45 - 06.01.2017 15:00","66807","72065"
"06.01.2017 15:00 - 06.01.2017 15:15","66542","72383"
"06.01.2017 15:15 - 06.01.2017 15:30","67144","72348"
"06.01.2017 15:30 - 06.01.2017 15:45","67276","72208"
"06.01.2017 15:45 - 06.01.2017 16:00","67250","72378"
"06.01.2017 16:00 - 06.01.2017 16:15","67735","72701"
"06.01.2017 16:15 - 06.01.2017 16:30","67651","73643"
"06.01.2017 16:30 - 06.01.2017 16:45","67615","74618"
"06.01.2017 16:45 - 06.01.2017 17:00","69962","75930"
"06.01.2017 17:00 - 06.01.2017 17:15","71504","77811"
"06.01.2017 17:15 - 06.01.2017 17:30","72176","78725"
"06.01.2017 17:30 - 06.01.2017 17:45","72758","79137"
"06.01.2017 17:45 - 06.01.2017 18:00","72774","79771"
"06.01.2017 18:00 - 06.01.2017 18:15","72815","79718"
"06.01.2017 18:15 - 06.01.2017 18:30","73099","79381"
"06.01.2017 18:30 - 06.01.2017 18:45","73187","78988"
"06.01.2017 18:45 - 06.01.2017 19:00","73139","78945"
"06.01.2017 19:00 - 06.01.2017 19:15","72817","78326"
"06.01.2017 19:15 - 06.01.2017 19:30","71395","77767"
"06.01.2017 19:30 - 06.01.2017 19:45","71336","77171"
"06.01.2017 19:45 - 06.01.2017 20:00","70931","76635"
"06.01.2017 20:00 - 06.01.2017 20:15","69520","75578"
"06.01.2017 20:15 - 06.01.2017 20:30","67894","74331"
"06.01.2017 20:30 - 06.01.2017 20:45","67344","73394"
"06.01.2017 20:45 - 06.01.2017 21:00","66167","72483"
"06.01.2017 21:00 - 06.01.2017 21:15","65056","71927"
"06.01.2017 21:15 - 06.01.2017 21:30","64518","71732"
"06.01.2017 21:30 - 06.01.2017 21:45","64278","70967"
"06.01.2017 21:45 - 06.01.2017 22:00","63726","70267"
"06.01.2017 22:00 - 06.01.2017 22:15","64443","71145"
"06.01.2017 22:15 - 06.01.2017 22:30","64705","70920"
"06.01.2017 22:30 - 06.01.2017 22:45","63538","70267"
"06.01.2017 22:45 - 06.01.2017 23:00","62776","69595"
"06.01.2017 23:00 - 06.01.2017 23:15","61247","68777"
"06.01.2017 23:15 - 06.01.2017 23:30","60914","68034"
"06.01.2017 23:30 - 06.01.2017 23:45","59252","67298"
"06.01.2017 23:45 - 07.01.2017 00:00","58814","66404"
"07.01.2017 00:00 - 07.01.2017 00:15","55847","66230"
"07.01.2017 00:15 - 07.01.2017 00:30","55588","65623"
"07.01.2017 00:30 - 07.01.2017 00:45","54820","64953"
"07.01.2017 00:45 - 07.01.2017 01:00","54073","64140"
"07.01.2017 01:00 - 07.01.2017 01:15","53518","63422"
"07.01.2017 01:15 - 07.01.2017 01:30","52918","62800"
"07.01.2017 01:30 - 07.01.2017 01:45","52426","62423"
"07.01.2017 01:45 - 07.01.2017 02:00","52283","62040"
"07.01.2017 02:00 - 07.01.2017 02:15","51948","61308"
"07.01.2017 02:15 - 07.01.2017 02:30","51411","60870"
"07.01.2017 02:30 - 07.01.2017 02:45","51261","60585"
"07.01.2017 02:45 - 07.01.2017 03:00","51083","60237"
"07.01.2017 03:00 - 07.01.2017 03:15","51073","59747"
"07.01.2017 03:15 - 07.01.2017 03:30","50967","59510"
"07.01.2017 03:30 - 07.01.2017 03:45","50835","59383"
"07.01.2017 03:45 - 07.01.2017 04:00","50792","58936"
"07.01.2017 04:00 - 07.01.2017 04:15","50767","58610"
"07.01.2017 04:15 - 07.01.2017 04:30","50824","58648"
"07.01.2017 04:30 - 07.01.2017 04:45","50749","58836"
"07.01.2017 04:45 - 07.01.2017 05:00","50816","58483"
"07.01.2017 05:00 - 07.01.2017 05:15","51116","58468"
"07.01.2017 05:15 - 07.01.2017 05:30","51069","58431"
"07.01.2017 05:30 - 07.01.2017 05:45","50655","58247"
"07.01.2017 05:45 - 07.01.2017 06:00","50738","58402"
"07.01.2017 06:00 - 07.01.2017 06:15","51448","57915"
"07.01.2017 06:15 - 07.01.2017 06:30","51431","58464"
"07.01.2017 06:30 - 07.01.2017 06:45","52134","59019"
"07.01.2017 06:45 - 07.01.2017 07:00","52793","59768"
"07.01.2017 07:00 - 07.01.2017 07:15","53919","60873"
"07.01.2017 07:15 - 07.01.2017 07:30","54951","61670"
"07.01.2017 07:30 - 07.01.2017 07:45","56127","62882"
"07.01.2017 07:45 - 07.01.2017 08:00","57325","63979"
"07.01.2017 08:00 - 07.01.2017 08:15","58035","65250"
"07.01.2017 08:15 - 07.01.2017 08:30","59057","66082"
"07.01.2017 08:30 - 07.01.2017 08:45","60322","67227"
"07.01.2017 08:45 - 07.01.2017 09:00","61021","68181"
"07.01.2017 09:00 - 07.01.2017 09:15","62170","69100"
"07.01.2017 09:15 - 07.01.2017 09:30","63092","69936"
"07.01.2017 09:30 - 07.01.2017 09:45","63896","70587"
"07.01.2017 09:45 - 07.01.2017 10:00","64281","71085"
"07.01.2017 10:00 - 07.01.2017 10:15","64720","71824"
"07.01.2017 10:15 - 07.01.2017 10:30","65017","72166"
"07.01.2017 10:30 - 07.01.2017 10:45","65616","72405"
"07.01.2017 10:45 - 07.01.2017 11:00","65230","72676"
"07.01.2017 11:00 - 07.01.2017 11:15","65836","72935"
"07.01.2017 11:15 - 07.01.2017 11:30","66310","73386"
"07.01.2017 11:30 - 07.01.2017 11:45","66784","73846"
"07.01.2017 11:45 - 07.01.2017 12:00","66180","73564"
"07.01.2017 12:00 - 07.01.2017 12:15","65946","73861"
"07.01.2017 12:15 - 07.01.2017 12:30","66196","73791"
"07.01.2017 12:30 - 07.01.2017 12:45","65816","73327"
"07.01.2017 12:45 - 07.01.2017 13:00","65715","72966"
"07.01.2017 13:00 - 07.01.2017 13:15","65070","72632"
"07.01.2017 13:15 - 07.01.2017 13:30","64583","72006"
"07.01.2017 13:30 - 07.01.2017 13:45","64099","71647"
"07.01.2017 13:45 - 07.01.2017 14:00","63410","70946"
"07.01.2017 14:00 - 07.01.2017 14:15","63249","70548"
"07.01.2017 14:15 - 07.01.2017 14:30","62270","70104"
"07.01.2017 14:30 - 07.01.2017 14:45","62758","70109"
"07.01.2017 14:45 - 07.01.2017 15:00","63178","69950"
"07.01.2017 15:00 - 07.01.2017 15:15","62889","70274"
"07.01.2017 15:15 - 07.01.2017 15:30","62389","70297"
"07.01.2017 15:30 - 07.01.2017 15:45","62127","70393"
"07.01.2017 15:45 - 07.01.2017 16:00","62379","70263"
"07.01.2017 16:00 - 07.01.2017 16:15","63241","70649"
"07.01.2017 16:15 - 07.01.2017 16:30","62926","71310"
"07.01.2017 16:30 - 07.01.2017 16:45","63988","72242"
"07.01.2017 16:45 - 07.01.2017 17:00","64716","73431"
"07.01.2017 17:00 - 07.01.2017 17:15","66099","74782"
"07.01.2017 17:15 - 07.01.2017 17:30","66866","75304"
"07.01.2017 17:30 - 07.01.2017 17:45","67031","75605"
"07.01.2017 17:45 - 07.01.2017 18:00","67074","75917"
"07.01.2017 18:00 - 07.01.2017 18:15","66259","75986"
"07.01.2017 18:15 - 07.01.2017 18:30","65643","75468"
"07.01.2017 18:30 - 07.01.2017 18:45","66307","75176"
"07.01.2017 18:45 - 07.01.2017 19:00","65903","74785"
"07.01.2017 19:00 - 07.01.2017 19:15","65166","74088"
"07.01.2017 19:15 - 07.01.2017 19:30","65189","73488"
"07.01.2017 19:30 - 07.01.2017 19:45","63549","72757"
"07.01.2017 19:45 - 07.01.2017 20:00","63369","71906"
"07.01.2017 20:00 - 07.01.2017 20:15","62626","70732"
"07.01.2017 20:15 - 07.01.2017 20:30","61728","69236"
"07.01.2017 20:30 - 07.01.2017 20:45","59262","68249"
"07.01.2017 20:45 - 07.01.2017 21:00","59731","67649"
"07.01.2017 21:00 - 07.01.2017 21:15","59143","66911"
"07.01.2017 21:15 - 07.01.2017 21:30","58975","66199"
"07.01.2017 21:30 - 07.01.2017 21:45","58690","65729"
"07.01.2017 21:45 - 07.01.2017 22:00","58743","65469"
"07.01.2017 22:00 - 07.01.2017 22:15","59123","66341"
"07.01.2017 22:15 - 07.01.2017 22:30","58647","66003"
"07.01.2017 22:30 - 07.01.2017 22:45","57824","65346"
"07.01.2017 22:45 - 07.01.2017 23:00","56827","64569"
"07.01.2017 23:00 - 07.01.2017 23:15","55090","63726"
"07.01.2017 23:15 - 07.01.2017 23:30","54462","62968"
"07.01.2017 23:30 - 07.01.2017 23:45","54170","62282"
"07.01.2017 23:45 - 08.01.2017 00:00","52802","61430"
"08.01.2017 00:00 - 08.01.2017 00:15","55985","60733"
"08.01.2017 00:15 - 08.01.2017 00:30","55380","59855"
"08.01.2017 00:30 - 08.01.2017 00:45","54758","59345"
"08.01.2017 00:45 - 08.01.2017 01:00","54167","58475"
"08.01.2017 01:00 - 08.01.2017 01:15","53424","57541"
"08.01.2017 01:15 - 08.01.2017 01:30","52902","56931"
"08.01.2017 01:30 - 08.01.2017 01:45","52568","56311"
"08.01.2017 01:45 - 08.01.2017 02:00","52124","55645"
"08.01.2017 02:00 - 08.01.2017 02:15","51719","55230"
"08.01.2017 02:15 - 08.01.2017 02:30","51493","55020"
"08.01.2017 02:30 - 08.01.2017 02:45","51258","54732"
"08.01.2017 02:45 - 08.01.2017 03:00","51023","54377"
"08.01.2017 03:00 - 08.01.2017 03:15","50938","54114"
"08.01.2017 03:15 - 08.01.2017 03:30","50757","53967"
"08.01.2017 03:30 - 08.01.2017 03:45","50494","53661"
"08.01.2017 03:45 - 08.01.2017 04:00","50373","53237"
"08.01.2017 04:00 - 08.01.2017 04:15","50427","53275"
"08.01.2017 04:15 - 08.01.2017 04:30","50292","53204"
"08.01.2017 04:30 - 08.01.2017 04:45","50269","52971"
"08.01.2017 04:45 - 08.01.2017 05:00","50326","52943"
"08.01.2017 05:00 - 08.01.2017 05:15","50385","53038"
"08.01.2017 05:15 - 08.01.2017 05:30","50148","52646"
"08.01.2017 05:30 - 08.01.2017 05:45","50080","52384"
"08.01.2017 05:45 - 08.01.2017 06:00","49931","51980"
"08.01.2017 06:00 - 08.01.2017 06:15","49178","51393"
"08.01.2017 06:15 - 08.01.2017 06:30","49494","51516"
"08.01.2017 06:30 - 08.01.2017 06:45","50049","51717"
"08.01.2017 06:45 - 08.01.2017 07:00","50042","52125"
"08.01.2017 07:00 - 08.01.2017 07:15","51586","53041"
"08.01.2017 07:15 - 08.01.2017 07:30","52233","53277"
"08.01.2017 07:30 - 08.01.2017 07:45","52425","54110"
"08.01.2017 07:45 - 08.01.2017 08:00","52746","54907"
"08.01.2017 08:00 - 08.01.2017 08:15","53722","55745"
"08.01.2017 08:15 - 08.01.2017 08:30","54510","56367"
"08.01.2017 08:30 - 08.01.2017 08:45","55191","57633"
"08.01.2017 08:45 - 08.01.2017 09:00","55776","58742"
"08.01.2017 09:00 - 08.01.2017 09:15","56581","59970"
"08.01.2017 09:15 - 08.01.2017 09:30","57547","60895"
"08.01.2017 09:30 - 08.01.2017 09:45","58072","61811"
"08.01.2017 09:45 - 08.01.2017 10:00","58879","62383"
"08.01.2017 10:00 - 08.01.2017 10:15","59646","63378"
"08.01.2017 10:15 - 08.01.2017 10:30","60848","64334"
"08.01.2017 10:30 - 08.01.2017 10:45","60347","65100"
"08.01.2017 10:45 - 08.01.2017 11:00","61835","65873"
"08.01.2017 11:00 - 08.01.2017 11:15","61804","66506"
"08.01.2017 11:15 - 08.01.2017 11:30","62440","67514"
"08.01.2017 11:30 - 08.01.2017 11:45","62708","68352"
"08.01.2017 11:45 - 08.01.2017 12:00","62720","68322"
"08.01.2017 12:00 - 08.01.2017 12:15","63056","68234"
"08.01.2017 12:15 - 08.01.2017 12:30","62828","67937"
"08.01.2017 12:30 - 08.01.2017 12:45","62636","67423"
"08.01.2017 12:45 - 08.01.2017 13:00","61544","66814"
"08.01.2017 13:00 - 08.01.2017 13:15","61434","66216"
"08.01.2017 13:15 - 08.01.2017 13:30","60879","65726"
"08.01.2017 13:30 - 08.01.2017 13:45","60445","65285"
"08.01.2017 13:45 - 08.01.2017 14:00","59899","64429"
"08.01.2017 14:00 - 08.01.2017 14:15","59479","64029"
"08.01.2017 14:15 - 08.01.2017 14:30","59532","63801"
"08.01.2017 14:30 - 08.01.2017 14:45","59755","63700"
"08.01.2017 14:45 - 08.01.2017 15:00","58731","63286"
"08.01.2017 15:00 - 08.01.2017 15:15","59396","63354"
"08.01.2017 15:15 - 08.01.2017 15:30","58979","63256"
"08.01.2017 15:30 - 08.01.2017 15:45","59345","63328"
"08.01.2017 15:45 - 08.01.2017 16:00","59757","63286"
"08.01.2017 16:00 - 08.01.2017 16:15","60083","63581"
"08.01.2017 16:15 - 08.01.2017 16:30","60811","64111"
"08.01.2017 16:30 - 08.01.2017 16:45","61469","65470"
"08.01.2017 16:45 - 08.01.2017 17:00","62329","67026"
"08.01.2017 17:00 - 08.01.2017 17:15","64201","68454"
"08.01.2017 17:15 - 08.01.2017 17:30","65252","69543"
"08.01.2017 17:30 - 08.01.2017 17:45","66079","70139"
"08.01.2017 17:45 - 08.01.2017 18:00","66144","70602"
"08.01.2017 18:00 - 08.01.2017 18:15","66594","70910"
"08.01.2017 18:15 - 08.01.2017 18:30","67063","70889"
"08.01.2017 18:30 - 08.01.2017 18:45","66931","70642"
"08.01.2017 18:45 - 08.01.2017 19:00","66810","70396"
"08.01.2017 19:00 - 08.01.2017 19:15","66755","69795"
"08.01.2017 19:15 - 08.01.2017 19:30","65905","69274"
"08.01.2017 19:30 - 08.01.2017 19:45","65832","69005"
"08.01.2017 19:45 - 08.01.2017 20:00","65272","68343"
"08.01.2017 20:00 - 08.01.2017 20:15","64143","67859"
"08.01.2017 20:15 - 08.01.2017 20:30","63434","66979"
"08.01.2017 20:30 - 08.01.2017 20:45","62684","66286"
"08.01.2017 20:45 - 08.01.2017 21:00","61890","65490"
"08.01.2017 21:00 - 08.01.2017 21:15","61133","65053"
"08.01.2017 21:15 - 08.01.2017 21:30","60781","64858"
"08.01.2017 21:30 - 08.01.2017 21:45","60872","64399"
"08.01.2017 21:45 - 08.01.2017 22:00","61017","64562"
"08.01.2017 22:00 - 08.01.2017 22:15","62216","65544"
"08.01.2017 22:15 - 08.01.2017 22:30","62302","65275"
"08.01.2017 22:30 - 08.01.2017 22:45","61262","64450"
"08.01.2017 22:45 - 08.01.2017 23:00","60565","63502"
"08.01.2017 23:00 - 08.01.2017 23:15","59145","62822"
"08.01.2017 23:15 - 08.01.2017 23:30","58584","62181"
"08.01.2017 23:30 - 08.01.2017 23:45","57374","61138"
"08.01.2017 23:45 - 09.01.2017 00:00","57131","60544"
"09.01.2017 00:00 - 09.01.2017 00:15","55171","59770"
"09.01.2017 00:15 - 09.01.2017 00:30","54596","59077"
"09.01.2017 00:30 - 09.01.2017 00:45","54093","58410"
"09.01.2017 00:45 - 09.01.2017 01:00","53503","57713"
"09.01.2017 01:00 - 09.01.2017 01:15","52991","57393"
"09.01.2017 01:15 - 09.01.2017 01:30","52572","56800"
"09.01.2017 01:30 - 09.01.2017 01:45","52214","56424"
"09.01.2017 01:45 - 09.01.2017 02:00","51983","56282"
"09.01.2017 02:00 - 09.01.2017 02:15","51817","55859"
"09.01.2017 02:15 - 09.01.2017 02:30","51596","55559"
"09.01.2017 02:30 - 09.01.2017 02:45","51544","55819"
"09.01.2017 02:45 - 09.01.2017 03:00","51525","55583"
"09.01.2017 03:00 - 09.01.2017 03:15","51601","55682"
"09.01.2017 03:15 - 09.01.2017 03:30","51396","55746"
"09.01.2017 03:30 - 09.01.2017 03:45","51561","55893"
"09.01.2017 03:45 - 09.01.2017 04:00","51614","56157"
"09.01.2017 04:00 - 09.01.2017 04:15","52304","56791"
"09.01.2017 04:15 - 09.01.2017 04:30","52700","57173"
"09.01.2017 04:30 - 09.01.2017 04:45","52993","57774"
"09.01.2017 04:45 - 09.01.2017 05:00","53603","58439"
"09.01.2017 05:00 - 09.01.2017 05:15","55327","59992"
"09.01.2017 05:15 - 09.01.2017 05:30","55714","61118"
"09.01.2017 05:30 - 09.01.2017 05:45","56962","62582"
"09.01.2017 05:45 - 09.01.2017 06:00","58512","64561"
"09.01.2017 06:00 - 09.01.2017 06:15","61438","67968"
"09.01.2017 06:15 - 09.01.2017 06:30","63940","71002"
"09.01.2017 06:30 - 09.01.2017 06:45","65969","73455"
"09.01.2017 06:45 - 09.01.2017 07:00","68013","75875"
"09.01.2017 07:00 - 09.01.2017 07:15","70352","78061"
"09.01.2017 07:15 - 09.01.2017 07:30","72226","79356"
"09.01.2017 07:30 - 09.01.2017 07:45","72961","80936"
"09.01.2017 07:45 - 09.01.2017 08:00","74611","82421"
"09.01.2017 08:00 - 09.01.2017 08:15","76349","83202"
"09.01.2017 08:15 - 09.01.2017 08:30","76639","83724"
"09.01.2017 08:30 - 09.01.2017 08:45","76359","84268"
"09.01.2017 08:45 - 09.01.2017 09:00","76264","84419"
"09.01.2017 09:00 - 09.01.2017 09:15","76248","84266"
"09.01.2017 09:15 - 09.01.2017 09:30","76666","84609"
"09.01.2017 09:30 - 09.01.2017 09:45","77071","84915"
"09.01.2017 09:45 - 09.01.2017 10:00","77427","85092"
"09.01.2017 10:00 - 09.01.2017 10:15","77706","85323"
"09.01.2017 10:15 - 09.01.2017 10:30","78740","85483"
"09.01.2017 10:30 - 09.01.2017 10:45","78104","85843"
"09.01.2017 10:45 - 09.01.2017 11:00","79021","85922"
"09.01.2017 11:00 - 09.01.2017 11:15","78739","85765"
"09.01.2017 11:15 - 09.01.2017 11:30","78587","86005"
"09.01.2017 11:30 - 09.01.2017 11:45","78953","86087"
"09.01.2017 11:45 - 09.01.2017 12:00","79494","85940"
"09.01.2017 12:00 - 09.01.2017 12:15","78638","85988"
"09.01.2017 12:15 - 09.01.2017 12:30","78818","85767"
"09.01.2017 12:30 - 09.01.2017 12:45","78389","86001"
"09.01.2017 12:45 - 09.01.2017 13:00","78526","86053"
"09.01.2017 13:00 - 09.01.2017 13:15","78683","86137"
"09.01.2017 13:15 - 09.01.2017 13:30","77883","85837"
"09.01.2017 13:30 - 09.01.2017 13:45","77431","85381"
"09.01.2017 13:45 - 09.01.2017 14:00","77131","84547"
"09.01.2017 14:00 - 09.01.2017 14:15","76424","84515"
"09.01.2017 14:15 - 09.01.2017 14:30","76803","84175"
"09.01.2017 14:30 - 09.01.2017 14:45","76664","84224"
"09.01.2017 14:45 - 09.01.2017 15:00","75756","83903"
"09.01.2017 15:00 - 09.01.2017 15:15","74470","84099"
"09.01.2017 15:15 - 09.01.2017 15:30","76411","83854"
"09.01.2017 15:30 - 09.01.2017 15:45","76458","83602"
"09.01.2017 15:45 - 09.01.2017 16:00","76682","83429"
